Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Training Stress Score®,Steps,Decompression,Best Lap Time,Number of Laps,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2024-06-18 09:51:47,false,"Ecatepec de Morelos Running","4.01","290","00:26:30","138","148","164","169","6:37","4:30","30","30","0.92","0.0","4,346","No","00:00:01.8","5","--","--","--","--","--","--","--","--","00:26:29","00:26:30","2,229","2,241"
Running,2024-06-17 09:02:43,false,"Ecatepec de Morelos Running","4.02","293","00:26:32","134","146","164","173","6:36","5:45","18","17","0.92","0.0","4,348","No","00:00:07.3","5","--","--","--","--","--","--","--","--","00:26:30","00:26:32","2,229","2,242"
Running,2024-06-16 12:42:28,false,"Ecatepec de Morelos - Series de un kilómetro","10.15","817","01:03:23","160","201","152","203","6:15","3:34","24","24","1.01","0.0","9,868","No","00:00:05.5","18","--","--","--","--","--","--","--","--","00:59:25","01:03:23","2,225","2,236"
Running,2024-06-14 18:36:29,false,"Ecatepec de Morelos Running","14.01","1,031","01:24:20","149","168","168","196","6:01","4:58","40","40","0.99","0.0","14,162","No","00:00:02.2","15","--","--","--","--","--","--","--","--","01:24:17","01:24:20","2,224","2,236"
Running,2024-06-13 09:57:09,false,"Ecatepec de Morelos Running","4.00","305","00:25:49","140","150","166","173","6:27","5:34","16","15","0.93","0.0","4,270","No","00:06:23.2","4","--","--","--","--","--","--","--","--","00:25:48","00:25:49","2,225","2,235"
Running,2024-06-12 06:08:10,false,"Ecatepec de Morelos Running","24.04","1,769","02:23:05","157","184","170","176","5:57","4:27","68","68","0.99","0.0","24,308","No","00:00:10.1","25","--","--","--","--","--","--","--","--","02:23:00","02:23:05","2,224","2,236"
Running,2024-06-11 18:24:09,false,"Ecatepec de Morelos Running","4.01","293","00:26:44","132","140","163","169","6:40","5:41","24","24","0.92","0.0","4,348","No","00:00:02.3","5","--","--","--","--","--","--","--","--","00:26:28","00:26:44","2,229","2,242"
Running,2024-06-10 17:45:08,false,"Ecatepec de Morelos Running","4.01","295","00:26:15","136","145","162","170","6:33","5:48","16","16","0.94","0.0","4,264","No","00:00:01.1","5","--","--","--","--","--","--","--","--","00:26:09","00:26:15","2,229","2,241"
Running,2024-06-09 06:21:50,false,"Ecatepec de Morelos Running","23.02","1,669","02:17:15","152","173","168","210","5:58","2:26","84","85","1.00","0.0","23,054","No","00:00:03.0","24","--","--","--","--","--","--","--","--","02:17:02","02:17:15","2,224","2,236"
Running,2024-06-08 10:10:55,false,"Ecatepec de Morelos Running","4.18","332","00:27:12","145","154","164","170","6:30","5:51","29","27","0.94","0.0","4,454","No","00:01:12.1","5","--","--","--","--","--","--","--","--","00:27:06","00:27:12","2,221","2,242"
Running,2024-06-07 18:05:35,false,"Ecatepec de Morelos Running","4.16","309","00:26:46","137","145","164","171","6:26","5:05","13","11","0.95","0.0","4,402","No","00:01:05.5","5","--","--","--","--","--","--","--","--","00:26:26","00:26:46","2,225","2,236"
Running,2024-06-05 06:06:20,false,"Ecatepec de Morelos Running","22.02","1,606","02:09:45","152","183","169","188","5:54","3:46","85","85","1.00","0.0","21,940","No","00:00:02.9","23","--","--","--","--","--","--","--","--","02:09:39","02:09:45","2,224","2,236"
Running,2024-06-02 08:00:23,false,"Gustavo A Madero Running","12.01","911","01:10:41","157","188","167","189","5:53","3:35","77","72","1.02","0.0","11,802","No","00:00:01.3","13","--","--","--","--","--","--","--","--","01:10:33","01:10:41","2,226","2,244"
Running,2024-05-30 17:40:25,false,"Ecatepec de Morelos Running","11.00","816","01:06:17","148","159","168","175","6:01","4:24","38","39","0.99","0.0","11,112","No","00:00:01.4","12","--","--","--","--","--","--","--","--","01:05:59","01:06:17","2,222","2,236"
Running,2024-05-27 17:23:32,false,"Ecatepec de Morelos Running","2.00","146","00:11:48","138","147","164","170","5:55","5:05","4","3","1.03","0.0","1,946","No","00:05:49.7","2","--","--","--","--","--","--","--","--","00:11:40","00:11:48","2,225","2,235"
Running,2024-05-22 06:25:09,false,"Ecatepec de Morelos Running","4.12","321","00:27:17","144","152","166","170","6:37","5:54","19","21","0.91","0.0","4,518","No","00:00:47.2","5","--","--","--","--","--","--","--","--","00:27:10","00:27:17","2,225","2,236"
Running,2024-05-21 18:10:06,false,"Ecatepec de Morelos Running","4.52","328","00:30:02","135","144","164","171","6:39","4:19","28","28","0.92","0.0","4,918","No","00:03:45.2","5","--","--","--","--","--","--","--","--","00:30:00","00:30:02","2,225","2,241"
Running,2024-05-21 09:56:56,false,"Ecatepec de Morelos Running","1.48","112","00:09:30.3","136","146","163","170","6:27","4:26","6","4","0.95","0.0","1,554","No","00:03:01.1","2","--","--","--","--","--","--","--","--","00:09:29","00:09:30.3","2,229","2,236"
Running,2024-05-20 18:06:11,false,"Ecatepec de Morelos Running","4.56","350","00:30:07","142","151","164","170","6:37","5:47","28","28","0.92","0.0","4,922","No","00:03:36.7","5","--","--","--","--","--","--","--","--","00:30:02","00:30:07","2,225","2,241"
Running,2024-05-19 06:33:12,false,"Ecatepec de Morelos Running","5.00","380","00:35:46","146","161","165","171","7:09","5:29","13","14","0.85","0.0","5,896","No","00:00:02.4","6","--","--","--","--","--","--","--","--","00:35:45","00:35:46","2,225","2,236"
Running,2024-05-18 18:42:44,false,"Ecatepec de Morelos - Series de un kilómetro","10.50","800","01:03:44","157","186","153","184","6:04","3:57","14","14","1.05","0.0","9,960","No","00:00:06.2","18","--","--","--","--","--","--","--","--","01:02:14","01:03:45","2,225","2,235"
Running,2024-05-17 18:10:07,false,"Ecatepec de Morelos - Recovery","4.60","357","00:30:09","143","156","162","169","6:33","5:30","22","22","0.94","0.0","4,890","No","00:04:09.1","5","--","--","--","--","--","--","--","--","00:30:08","00:30:09","2,229","2,241"
Running,2024-05-16 18:03:30,false,"Ecatepec de Morelos - Recovery","4.60","342","00:30:12","138","146","165","171","6:34","5:18","14","9","0.92","0.0","4,968","No","00:04:11.6","5","--","--","--","--","--","--","--","--","00:30:08","00:30:12","2,226","2,238"
Running,2024-05-16 10:01:34,false,"Ecatepec de Morelos Running","1.43","100","00:09:22.0","129","140","161","169","6:33","5:28","5","6","0.95","0.0","1,516","No","00:02:47.8","2","--","--","--","--","--","--","--","--","00:09:21.8","00:09:22.0","2,229","2,236"
Running,2024-05-15 06:22:30,false,"Ecatepec de Morelos Running","21.02","1,552","02:21:38","148","173","164","178","6:44","3:53","64","65","0.89","0.0","23,456","No","00:00:03.4","22","--","--","--","--","--","--","--","--","02:21:29","02:21:38","2,224","2,236"
Running,2024-05-14 09:57:19,false,"Ecatepec de Morelos Running","1.42","107","00:08:22.9","140","151","165","173","5:55","5:05","6","4","1.02","0.0","1,390","No","00:02:37.6","2","--","--","--","--","--","--","--","--","00:08:22.6","00:08:22.9","2,229","2,236"
Running,2024-05-12 06:17:32,false,"Ecatepec de Morelos Running","0.45","30","00:02:46.0","132","145","161","171","6:10","5:34","--","--","1.01","0.0","446","No","00:02:46.0","1","--","--","--","--","--","--","--","--","00:02:44","00:02:46.0","2,229","2,232"
Running,2024-05-05 07:09:02,false,"Miguel Hidalgo Running","11.84","826","00:53:25","175","193","179","186","4:31","3:32","109","109","1.24","0.0","9,524","No","00:03:27.6","12","--","--","--","--","--","--","--","--","00:53:21","00:53:25","2,235","2,283"
Running,2024-05-01 06:35:46,false,"Ecatepec de Morelos Running","20.00","1,392","02:00:04","143","154","169","174","6:00","5:32","66","66","0.98","0.0","20,272","No","00:05:51.8","20","--","--","--","--","--","--","--","--","01:59:59","02:00:04","2,224","2,236"
Breathwork,2024-04-28 08:36:39,false,"Relax and Focus","--","--","00:05:34","94","102","--","--","--","--","--","--","--","0.0","--","No","00:00:04","77","4","4","4","3","87","90","87","91","00:00:00","00:05:34","--","--"
Running,2024-04-28 08:09:22,false,"Gustavo A Madero Running","2.69","176","00:11:04","174","186","183","190","4:07","3:39","13","4","1.33","0.0","2,008","No","00:02:54.1","3","--","--","--","--","--","--","--","--","00:11:00","00:11:04","2,225","2,245"
Running,2024-04-27 09:45:44,false,"Gustavo A Madero Running","10.15","757","01:04:11","145","158","168","176","6:20","5:37","59","54","0.94","0.0","10,792","No","00:00:59.7","11","--","--","--","--","--","--","--","--","01:04:03","01:04:11","2,225","2,245"
Running,2024-04-26 09:58:45,false,"Ecatepec de Morelos Running","1.48","106","00:08:47.2","129","137","165","173","5:57","4:44","5","4","1.02","0.0","1,454","No","00:03:02.0","2","--","--","--","--","--","--","--","--","00:08:42","00:08:47.2","2,229","2,236"
Running,2024-04-25 18:15:35,false,"Ecatepec de Morelos Running","4.00","285","00:23:04","138","150","169","175","5:46","5:14","24","23","1.03","0.0","3,896","No","00:05:43.0","4","--","--","--","--","--","--","--","--","00:23:04","00:23:04","2,224","2,236"
Running,2024-04-25 09:56:22,false,"Ecatepec de Morelos Running","1.42","100","00:08:49.2","127","139","163","171","6:14","5:31","6","5","0.99","0.0","1,446","No","00:02:35.2","2","--","--","--","--","--","--","--","--","00:08:48","00:08:49.2","2,229","2,235"
Running,2024-04-23 17:44:57,false,"Ecatepec de Morelos Running","17.17","1,213","01:46:27","140","152","167","173","6:12","5:24","40","39","0.96","0.0","17,760","No","00:01:03.1","18","--","--","--","--","--","--","--","--","01:46:17","01:46:27","2,224","2,246"
Breathwork,2024-04-21 14:38:49,false,"Relax and Focus","--","--","00:05:34","87","97","--","--","--","--","--","--","--","0.0","--","No","00:00:04","77","4","4","4","35","39","74","78","91","00:00:00","00:05:34","--","--"
Running,2024-04-21 07:03:26,false,"Miguel Hidalgo Running","4.35","288","00:17:37","172","186","178","190","4:03","3:14","37","47","1.39","0.0","3,138","No","00:01:30.5","5","--","--","--","--","--","--","--","--","00:17:36","00:17:37","2,238","2,280"
Running,2024-04-21 07:03:03,false,"Cuauhtémoc Running","1.06","32","00:02:31.0","135","156","182","185","2:23","3:58","275","268","2.31","0.0","452","No","00:00:13.0","2","--","--","--","--","--","--","--","--","00:02:29.9","00:02:31.0","2,239","2,377"
Running,2024-04-19 09:15:37,false,"Ecatepec de Morelos Running","4.19","300","00:25:16","146","160","165","171","6:02","2:57","18","16","1.00","0.0","4,170","No","00:01:15.3","5","--","--","--","--","--","--","--","--","00:25:15","00:25:20","2,225","2,235"
Running,2024-04-16 18:13:56,false,"Ecatepec de Morelos - Threshold","11.23","820","00:59:08","163","183","172","190","5:16","4:06","37","36","1.10","0.0","10,134","No","00:00:08.4","14","--","--","--","--","--","--","--","--","00:58:52","00:59:08","2,224","2,236"
Running,2024-04-16 09:55:24,false,"Ecatepec de Morelos Running","1.44","103","00:09:26.8","126","137","161","167","6:34","5:22","5","4","0.94","0.0","1,524","No","00:02:43.4","2","--","--","--","--","--","--","--","--","00:09:26.4","00:09:26.8","2,229","2,236"
Running,2024-04-12 18:18:41,false,"Ecatepec de Morelos - Base","6.88","493","00:39:02","146","157","168","172","5:40","5:09","27","28","1.05","0.0","6,552","No","00:00:02.0","8","--","--","--","--","--","--","--","--","00:38:57","00:39:02","2,225","2,236"
Walking,2024-04-11 18:51:56,false,"Ecatepec de Morelos Walking","1.36","101","00:14:50","116","151","114","168","10:56","7:38","2","0","0.80","0.0","1,710","No","00:03:47.0","2","--","--","--","--","--","--","--","--","00:14:50","00:14:50","2,225","2,233"
Running,2024-04-11 18:38:41,false,"Ecatepec de Morelos Running","2.17","170","00:15:26","146","161","163","169","7:07","6:30","6","3","0.86","0.0","2,518","No","00:01:16.3","3","--","--","--","--","--","--","--","--","00:15:25","00:15:26","2,226","2,235"
Running,2024-04-11 17:46:39,false,"Ecatepec de Morelos Running","3.64","261","00:24:53","130","148","163","169","6:51","6:11","10","10","0.90","0.0","4,038","No","00:04:19.8","4","--","--","--","--","--","--","--","--","00:24:50","00:24:53","2,225","2,234"
Running,2024-04-09 18:20:12,false,"Ecatepec de Morelos - Series de un kilómetro","10.17","749","01:02:51","150","198","151","200","6:11","3:27","15","15","1.03","0.0","9,728","No","00:00:06.3","18","--","--","--","--","--","--","--","--","01:00:36","01:02:51","2,225","2,235"
Breathwork,2024-04-07 10:03:59,false,"Relax and Focus","--","--","00:05:37.9","95","120","--","--","--","--","--","--","--","0.0","--","No","00:00:01.3","79","4","4","16","7","91","98","87","98","00:00:00","00:05:42.8","--","--"
Walking,2024-04-07 09:37:41,false,"Gustavo A Madero Walking","0.58","58","00:05:01.8","150","163","127","170","8:38","5:16","--","7","0.92","0.0","682","No","00:05:01.8","1","--","--","--","--","--","--","--","--","00:04:49","00:05:03.6","2,229","2,238"
Running,2024-04-07 09:36:03,false,"Gustavo A Madero Running","0.20","10","00:00:44.5","162","183","173","200","3:44","3:13","--","--","1.55","0.0","134","No","00:00:44.5","1","--","--","--","--","--","--","--","--","00:00:39","00:00:44.5","2,234","2,238"
Running,2024-04-07 09:18:40,false,"Gustavo A Madero Running","4.01","262","00:16:27","177","187","179","192","4:06","3:42","26","22","1.36","0.0","2,932","No","00:00:01.1","5","--","--","--","--","--","--","--","--","00:16:22","00:16:27","2,225","2,245"
Running,2024-04-06 10:34:37,false,"Ecatepec de Morelos - Recovery","3.71","283","00:24:12","152","174","164","174","6:31","4:15","20","13","0.94","0.0","3,972","No","00:00:12.0","5","--","--","--","--","--","--","--","--","00:24:11","00:24:12","2,225","2,236"
Running,2024-04-05 10:02:21,false,"Ecatepec de Morelos Running","1.38","98","00:09:02.9","135","151","161","168","6:35","5:48","5","3","0.95","0.0","1,462","No","00:02:20.5","2","--","--","--","--","--","--","--","--","00:09:02.5","00:09:02.9","2,229","2,235"
Running,2024-04-04 10:07:28,false,"Ecatepec de Morelos Running","1.48","96","00:10:20","115","133","127","170","6:59","5:38","--","--","1.14","0.0","1,352","No","00:02:59.9","2","--","--","--","--","--","--","--","--","00:09:12.9","00:10:20","2,228","2,233"
Running,2024-04-03 06:21:34,false,"Ecatepec de Morelos Running","17.61","1,232","01:57:55","130","145","166","186","6:42","5:37","46","45","0.90","0.0","19,554","No","00:04:05.6","18","--","--","--","--","--","--","--","--","01:57:47","01:57:55","2,224","2,236"
Walking,2024-04-02 19:10:58,false,"Ecatepec de Morelos Walking","1.48","98","00:18:13","99","112","98","161","12:20","7:48","1","4","0.83","0.0","1,964","No","00:05:58.9","2","--","--","--","--","--","--","--","--","00:16:12","00:18:13","2,227","2,234"
Walking,2024-04-02 18:40:19,false,"Ecatepec de Morelos Walking","1.57","101","00:19:19","96","109","106","128","12:16","10:38","6","1","0.77","0.0","2,102","No","00:06:59.7","2","--","--","--","--","--","--","--","--","00:19:04","00:19:19","2,227","2,234"
Breathwork,2024-04-02 16:37:32,false,"Relax and Focus","--","--","00:05:34","66","75","--","--","--","--","--","--","--","0.0","--","No","00:00:04","77","4","4","4","-13","52","39","33","55","00:00:00","00:05:34","--","--"
Walking,2024-04-01 17:52:22,false,"Ecatepec de Morelos Walking","2.22","150","00:26:25","95","104","104","162","11:54","6:41","11","12","0.81","0.0","2,832","No","00:02:26.2","3","--","--","--","--","--","--","--","--","00:25:16","00:26:25","2,225","2,235"
Running,2024-03-31 09:16:33,false,"Ecatepec de Morelos Running","1.52","110","00:09:48.0","128","141","161","212","6:27","4:09","5","4","0.97","0.0","1,592","No","00:03:29.3","2","--","--","--","--","--","--","--","--","00:09:46","00:09:48.0","2,229","2,236"
Walking,2024-03-30 19:32:05,false,"Ecatepec de Morelos Walking","0.99","71","00:12:12","101","108","100","124","12:16","10:49","4","3","0.81","0.0","1,272","No","00:12:12","1","--","--","--","--","--","--","--","--","00:11:22","00:12:12","2,225","2,233"
Walking,2024-03-30 19:19:52,false,"Ecatepec de Morelos Walking","0.33","23","00:04:46.0","103","113","101","133","14:24","10:46","--","--","0.69","0.0","516","No","00:04:46.0","1","--","--","--","--","--","--","--","--","00:04:45","00:04:46.0","2,229","2,232"
Running,2024-03-30 17:30:20,false,"Ecatepec de Morelos Running","16.00","1,112","01:48:18","133","147","165","171","6:46","5:13","56","56","0.90","0.0","17,806","No","00:00:00.6","17","--","--","--","--","--","--","--","--","01:48:00","01:48:18","2,224","2,236"
Walking,2024-03-28 19:42:41,false,"Ecatepec de Morelos Walking","0.80","60","00:09:24.2","113","120","104","121","11:49","9:36","0","--","0.82","0.0","994","No","00:09:24.2","1","--","--","--","--","--","--","--","--","00:08:51","00:09:24.2","2,229","2,233"
Running,2024-03-28 19:31:04,false,"Ecatepec de Morelos Running","1.01","54","00:03:45.6","151","166","184","194","3:43","3:34","--","2","1.46","0.0","694","No","00:00:02.1","2","--","--","--","--","--","--","--","--","00:03:41","00:03:45.6","2,227","2,232"
Running,2024-03-28 19:08:19,false,"Ecatepec de Morelos Running","3.14","233","00:21:02","140","152","161","169","6:42","2:25","6","6","0.93","0.0","3,404","No","00:00:56.8","4","--","--","--","--","--","--","--","--","00:20:59","00:21:02","2,224","2,234"
Running,2024-03-27 06:45:05,false,"Ecatepec de Morelos Running","15.01","1,058","01:29:56","143","161","168","175","6:00","4:40","26","25","0.99","0.0","15,166","No","00:00:01.7","16","--","--","--","--","--","--","--","--","01:29:52","01:29:56","2,224","2,236"
Running,2024-03-25 10:06:48,false,"Ecatepec de Morelos - HR MAX","6.13","441","00:38:12","142","184","157","191","6:14","3:33","6","9","1.01","0.0","6,094","No","00:00:08.5","8","--","--","--","--","--","--","--","--","00:37:43","00:38:12","2,225","2,235"
Running,2024-03-24 13:58:24,false,"Ecatepec de Morelos Running","1.43","106","00:08:23.6","139","155","163","169","5:53","5:05","5","4","1.04","0.0","1,372","No","00:02:32.6","2","--","--","--","--","--","--","--","--","00:08:23.0","00:08:23.6","2,229","2,235"
Running,2024-03-23 10:06:49,false,"Ecatepec de Morelos Running","3.20","223","00:20:12","129","139","162","171","6:19","5:03","10","10","0.98","0.0","3,308","No","00:01:15.4","4","--","--","--","--","--","--","--","--","00:20:03","00:20:12","2,223","2,235"
Running,2024-03-22 10:00:17,false,"Ecatepec de Morelos - Recovery","3.22","223","00:20:51","132","152","164","170","6:28","1:51","12","11","0.94","0.0","3,424","No","00:01:32.5","4","--","--","--","--","--","--","--","--","00:20:50","00:20:51","2,224","2,235"
Running,2024-03-16 07:13:15,false,"Miguel Hidalgo Running","4.82","307","00:20:42","173","199","179","202","4:18","2:54","55","56","1.30","0.0","3,708","No","00:06:14.9","3","--","--","--","--","--","--","--","--","00:20:40","00:20:42","2,265","2,319"
